Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_Name,Segment,City,State,Region,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit
ORD-2024-01414,2024-03-18,2024-03-23,Second Class,Phillip Miller,Consumer,Las Vegas,Nevada,West,Office Supplies,Binders,Presentation Binder,56.85,4,0.15,18.55
ORD-2024-04072,2024-03-18,2024-03-20,Same Day,Joshua Mitchell,Corporate,Columbus,Ohio,Central,Furniture,Tables,Conference Table 8ft,851.58,1,0.1,-56.2
ORD-2024-07949,2024-03-18,2024-03-20,Standard Class,Anthony Gordon,Consumer,Orlando,Florida,South,Furniture,Furnishings,Desk Lamp LED,50.49,1,0.15,2.76
ORD-2024-01283,2024-03-18,2024-03-22,First Class,Terry Ward,Consumer,Seattle,Washington,West,Furniture,Tables,Conference Table 8ft,1594.22,2,0.15,-40.1
ORD-2024-08169,2024-03-18,2024-03-23,Same Day,Justin Jones,Consumer,Baltimore,Maryland,East,Technology,Accessories,AirPods Pro,251.99,1,0.0,69.18
ORD-2024-02234,2024-03-19,2024-03-26,Standard Class,Corey Cooper,Consumer,Columbus,Ohio,Central,Technology,Phones,OnePlus 12,1952.56,4,0.05,422.43
ORD-2024-00097,2024-03-19,2024-03-23,Same Day,Aaron Wise,Consumer,Houston,Texas,Central,Office Supplies,Binders,Report Covers 25-Pack,15.91,2,0.4,1.42
ORD-2024-09386,2024-03-19,2024-03-24,Standard Class,Mr. Jeffery Lee,Corporate,Jacksonville,Florida,East,Office Supplies,Storage,Storage Boxes 12-Pack,24.68,1,0.1,6.22
ORD-2024-02712,2024-03-19,2024-03-22,Standard Class,Mr. Jeffrey Duncan,Corporate,Birmingham,Alabama,South,Technology,Laptops,Dell XPS 15,1150.74,1,0.25,6.67
ORD-2024-04913,2024-03-19,2024-03-22,Second Class,Megan Juarez,Consumer,Houston,Texas,Central,Furniture,Chairs,Ergonomic Mesh Chair,655.02,2,0.0,136.17
ORD-2024-05070,2024-03-19,2024-03-22,Standard Class,Brian Daniel,Corporate,Orlando,Florida,South,Technology,Monitors,"Samsung Curved 34""",3505.89,7,0.0,1201.17
ORD-2024-01651,2024-03-19,2024-03-24,First Class,Christopher Rivera,Consumer,San Francisco,California,West,Office Supplies,Binders,3-Ring Binder Set,115.8,6,0.15,31.58
ORD-2024-05045,2024-03-19,2024-03-23,First Class,Ronald Carr,Consumer,Columbus,Ohio,Central,Furniture,Furnishings,Whiteboard 48x36,122.61,1,0.0,3.66
ORD-2024-03277,2024-03-19,2024-03-25,Standard Class,Ashley Ruiz,Home Office,Jacksonville,Florida,East,Office Supplies,Paper,Copy Paper 5000 Sheets,120.07,4,0.25,36.51
ORD-2024-04590,2024-03-19,2024-03-23,Standard Class,Christopher Lee,Consumer,Houston,Texas,Central,Furniture,Tables,Conference Table 8ft,5543.36,7,0.0,750.25
ORD-2024-06191,2024-03-19,2024-03-24,Second Class,Paula Evans,Home Office,San Antonio,Texas,South,Technology,Accessories,Logitech MX Master,175.95,2,0.1,33.69
ORD-2024-08098,2024-03-20,2024-03-21,Second Class,Edward Stanton,Corporate,Orlando,Florida,South,Technology,Laptops,ThinkPad X1 Carbon,1061.64,1,0.05,334.37
ORD-2024-05596,2024-03-20,2024-03-23,Standard Class,Joshua Sims,Corporate,Minneapolis,Minnesota,Central,Office Supplies,Paper,Copy Paper 5000 Sheets,65.5,2,0.2,19.76
ORD-2024-05248,2024-03-20,2024-03-27,Standard Class,Jeffery Collins,Home Office,Salt Lake City,Utah,West,Office Supplies,Storage,Drawer Organizer,22.95,1,0.05,9.33
ORD-2024-01189,2024-03-20,2024-03-25,Standard Class,Kelly Johnson,Home Office,Phoenix,Arizona,West,Office Supplies,Art Supplies,Marker Set 24-Color,141.93,6,0.05,52.33
ORD-2024-02914,2024-03-20,2024-03-23,Standard Class,Amy Bailey,Consumer,Austin,Texas,South,Technology,Monitors,"Dell UltraSharp 27""",3082.79,7,0.0,398.89
ORD-2024-04796,2024-03-20,2024-03-25,Standard Class,Connor Benton,Consumer,New Orleans,Louisiana,South,Furniture,Bookcases,Floating Wall Shelf Set,68.48,1,0.25,5.46
ORD-2024-06742,2024-03-20,2024-03-26,First Class,Matthew Krause,Home Office,Milwaukee,Wisconsin,Central,Office Supplies,Storage,Label Maker Pro,140.77,3,0.05,53.77
ORD-2024-00760,2024-03-20,2024-03-24,Second Class,Margaret Miller,Home Office,Tampa,Florida,South,Technology,Monitors,"LG 4K 32""",1361.78,3,0.0,184.8
ORD-2024-05191,2024-03-20,2024-03-23,Standard Class,Melanie Garrett,Consumer,San Francisco,California,West,Technology,Laptops,HP Spectre x360,610.59,1,0.4,-57.43
ORD-2024-04334,2024-03-21,2024-03-24,Second Class,Kelly Weiss,Consumer,Kansas City,Missouri,Central,Technology,Accessories,Webcam HD 1080p,134.15,2,0.1,9.38
ORD-2024-01305,2024-03-21,2024-03-28,First Class,Rebecca Hoover,Corporate,St. Louis,Missouri,Central,Technology,Phones,OnePlus 12,512.33,1,0.15,47.21
ORD-2024-09202,2024-03-21,2024-03-24,Second Class,Mason Moon,Consumer,Denver,Colorado,West,Office Supplies,Binders,3-Ring Binder Set,18.56,1,0.1,2.38
ORD-2024-08186,2024-03-21,2024-03-26,Standard Class,Michelle Stevens,Home Office,Baltimore,Maryland,East,Furniture,Bookcases,5-Shelf Bookcase Oak,1049.65,6,0.0,-31.0
ORD-2024-04164,2024-03-21,2024-03-26,Same Day,Melvin Flores,Corporate,Austin,Texas,South,Technology,Phones,Samsung Galaxy S24,2476.69,3,0.15,156.95
ORD-2024-03399,2024-03-22,2024-03-26,Standard Class,Glenn Elliott,Corporate,Birmingham,Alabama,South,Technology,Phones,OnePlus 12,484.88,1,0.1,76.31
ORD-2024-07349,2024-03-22,2024-03-23,Same Day,William Hall,Home Office,Richmond,Virginia,East,Technology,Phones,iPhone 15 Pro,796.16,1,0.25,1.16
ORD-2024-06400,2024-03-22,2024-03-24,Standard Class,Kayla Carlson,Corporate,Phoenix,Arizona,West,Office Supplies,Storage,Tape Dispenser Heavy,57.98,3,0.0,18.88
ORD-2024-08269,2024-03-22,2024-03-27,Standard Class,Stephen Leon,Consumer,Baltimore,Maryland,East,Furniture,Bookcases,Metal Storage Shelf,238.95,2,0.0,30.9
ORD-2024-06325,2024-03-22,2024-03-26,Standard Class,Robert Brandt,Consumer,San Diego,California,West,Technology,Phones,iPhone 15 Pro,1315.57,2,0.4,119.03
ORD-2024-03178,2024-03-22,2024-03-27,Standard Class,Xavier Parker,Consumer,Tampa,Florida,South,Office Supplies,Storage,Label Maker Pro,72.9,2,0.3,20.04
ORD-2024-08384,2024-03-22,2024-03-26,Standard Class,Randall Osborne,Home Office,San Francisco,California,West,Technology,Phones,iPhone 15 Pro,2688.56,3,0.0,934.34
ORD-2024-08611,2024-03-22,2024-03-27,Standard Class,Jennifer Robinson,Consumer,Nashville,Tennessee,South,Furniture,Tables,Standing Desk Electric,1147.46,2,0.0,18.18
ORD-2024-08932,2024-03-22,2024-03-27,Standard Class,Felicia Vargas,Consumer,Milwaukee,Wisconsin,Central,Furniture,Furnishings,Desk Organizer Set,214.98,5,0.0,20.21
ORD-2024-06447,2024-03-23,2024-03-28,Second Class,Christian Rodriguez,Consumer,New Orleans,Louisiana,South,Technology,Accessories,Webcam HD 1080p,257.82,4,0.05,36.49
ORD-2024-02752,2024-03-23,2024-03-25,Standard Class,Patrick Faulkner,Consumer,Columbus,Ohio,Central,Furniture,Tables,Compact Writing Desk,271.82,1,0.05,-6.25
ORD-2024-02761,2024-03-23,2024-03-30,Standard Class,Sierra Cervantes,Consumer,Nashville,Tennessee,South,Office Supplies,Storage,Storage Boxes 12-Pack,58.71,2,0.0,28.23
ORD-2024-01206,2024-03-23,2024-03-27,Standard Class,Jose Bennett,Consumer,Detroit,Michigan,Central,Furniture,Chairs,Ergonomic Mesh Chair,305.99,1,0.1,-5.81
ORD-2024-09002,2024-03-24,2024-03-27,Second Class,Madison Morales,Home Office,San Francisco,California,West,Office Supplies,Binders,3-Ring Binder Set,57.36,3,0.0,17.12
ORD-2024-03005,2024-03-24,2024-03-28,Standard Class,Jimmy Hernandez,Consumer,Dallas,Texas,Central,Technology,Monitors,"ASUS ProArt 27""",921.07,2,0.2,3.41
ORD-2024-04982,2024-03-24,2024-03-27,First Class,Kenneth Williams,Consumer,Kansas City,Missouri,Central,Office Supplies,Art Supplies,Pen Set Professional,119.88,4,0.05,52.23
ORD-2024-02037,2024-03-24,2024-03-29,Standard Class,Justin Dalton,Consumer,Kansas City,Missouri,Central,Office Supplies,Storage,Tape Dispenser Heavy,76.09,6,0.25,27.2
ORD-2024-02104,2024-03-24,2024-03-27,Standard Class,Juan Parker,Consumer,St. Louis,Missouri,Central,Furniture,Tables,Conference Table 8ft,1491.11,2,0.25,-1.57
ORD-2024-07933,2024-03-24,2024-03-28,Standard Class,Christopher Bowen,Corporate,New York,New York,East,Technology,Accessories,Logitech MX Master,280.09,3,0.0,66.39
ORD-2024-08701,2024-03-25,2024-03-29,First Class,Suzanne Luna,Corporate,Portland,Oregon,West,Furniture,Chairs,Standing Desk Stool,263.76,2,0.4,-47.11
ORD-2024-01343,2024-03-25,2024-03-26,Second Class,Regina Mitchell,Consumer,Kansas City,Missouri,Central,Technology,Phones,Google Pixel 8,661.73,1,0.05,53.36
ORD-2024-01146,2024-03-25,2024-03-29,First Class,Kristin Huerta,Corporate,San Francisco,California,West,Furniture,Chairs,Task Chair Standard,633.14,4,0.05,47.08
ORD-2024-04933,2024-03-25,2024-03-28,Same Day,Vicki Barrera,Home Office,Louisville,Kentucky,South,Office Supplies,Art Supplies,Highlighter 12-Pack,45.63,4,0.1,9.11
ORD-2024-03593,2024-03-25,2024-03-27,Standard Class,Stephanie Hunter,Consumer,Nashville,Tennessee,South,Furniture,Tables,Compact Writing Desk,156.19,1,0.3,-29.51
ORD-2024-02823,2024-03-25,2024-03-28,Second Class,Ashlee Lopez,Home Office,San Francisco,California,West,Office Supplies,Paper,Copy Paper 5000 Sheets,42.31,1,0.1,8.9
ORD-2024-09338,2024-03-25,2024-03-31,First Class,Larry Henderson,Consumer,Memphis,Tennessee,South,Office Supplies,Paper,Legal Pads 12-Pack,23.9,1,0.0,8.24
ORD-2024-01160,2024-03-25,2024-03-28,Standard Class,Kara Sandoval,Corporate,Orlando,Florida,South,Office Supplies,Paper,Legal Pads 12-Pack,37.64,2,0.15,5.09
ORD-2024-00014,2024-03-25,2024-03-30,Standard Class,Michele Williams,Corporate,Detroit,Michigan,Central,Furniture,Furnishings,Whiteboard 48x36,309.02,3,0.2,2.11
ORD-2024-00075,2024-03-25,2024-03-27,First Class,Amy Silva,Home Office,Tampa,Florida,South,Office Supplies,Binders,Presentation Binder,61.78,3,0.05,25.93
ORD-2024-09642,2024-03-25,2024-03-28,Second Class,Devon Moore,Consumer,Dallas,Texas,Central,Office Supplies,Paper,Sticky Notes Bulk Pack,60.63,4,0.2,12.9
ORD-2024-01608,2024-03-26,2024-03-30,Same Day,Susan Hogan,Home Office,New York,New York,East,Technology,Laptops,HP Spectre x360,3694.36,4,0.25,211.05
ORD-2024-06472,2024-03-26,2024-03-29,Standard Class,Donald Mays,Consumer,Indianapolis,Indiana,Central,Technology,Phones,OnePlus 12,4207.57,7,0.0,1189.7
ORD-2024-00879,2024-03-26,2024-03-30,Standard Class,Michelle Jackson,Corporate,Raleigh,North Carolina,South,Furniture,Tables,Corner Desk L-Shape,1143.94,4,0.3,-43.4
ORD-2024-07060,2024-03-26,2024-03-30,Standard Class,Bradley Cameron,Corporate,New York,New York,East,Furniture,Furnishings,Filing Cabinet 3-Drawer,1368.17,7,0.0,287.1
ORD-2024-04600,2024-03-26,2024-03-29,First Class,Tina Solomon,Corporate,Jacksonville,Florida,East,Furniture,Chairs,Executive Leather Chair,685.75,2,0.2,-42.05
ORD-2024-06174,2024-03-26,2024-03-28,Standard Class,Tammy Daniel,Consumer,Charlotte,North Carolina,East,Furniture,Tables,Compact Writing Desk,1084.15,4,0.05,-52.24
ORD-2024-04686,2024-03-26,2024-03-30,Standard Class,Michael Jackson,Home Office,Baltimore,Maryland,East,Furniture,Chairs,Standing Desk Stool,429.02,3,0.2,-15.27
ORD-2024-09961,2024-03-27,2024-03-30,Second Class,Donald Gomez,Home Office,Richmond,Virginia,East,Office Supplies,Storage,Label Maker Pro,171.11,4,0.15,66.91
ORD-2024-02093,2024-03-27,2024-03-30,Standard Class,Erin Silva,Corporate,Denver,Colorado,West,Furniture,Tables,Conference Table 8ft,6211.43,7,0.1,396.81
ORD-2024-03163,2024-03-27,2024-03-30,Standard Class,Eric Fitzgerald,Consumer,Minneapolis,Minnesota,Central,Furniture,Chairs,Ergonomic Mesh Chair,363.7,1,0.0,82.13
ORD-2024-03885,2024-03-27,2024-04-02,Second Class,Kimberly Wilson,Consumer,Denver,Colorado,West,Office Supplies,Binders,3-Ring Binder Set,47.41,2,0.05,9.27
ORD-2024-08575,2024-03-27,2024-03-30,Standard Class,Jonathan Solomon,Consumer,Atlanta,Georgia,East,Technology,Phones,Samsung Galaxy S24,727.03,1,0.05,101.46
ORD-2024-04024,2024-03-27,2024-03-30,Same Day,Charles Fuentes,Home Office,Kansas City,Missouri,Central,Office Supplies,Storage,Storage Boxes 12-Pack,45.79,2,0.2,12.17
ORD-2024-01345,2024-03-27,2024-03-31,Standard Class,Christopher Johnson,Consumer,Detroit,Michigan,Central,Office Supplies,Binders,Presentation Binder,17.38,1,0.15,1.98
ORD-2024-01338,2024-03-27,2024-03-31,Standard Class,Austin Walker,Corporate,Tampa,Florida,South,Office Supplies,Art Supplies,Pen Set Professional,181.19,6,0.05,40.71
ORD-2024-08529,2024-03-27,2024-03-31,Second Class,Jordan Johns,Corporate,Baltimore,Maryland,East,Furniture,Bookcases,Floating Wall Shelf Set,200.51,2,0.0,-9.55
ORD-2024-06671,2024-03-27,2024-04-02,First Class,Leslie Fitzgerald,Consumer,Seattle,Washington,West,Furniture,Chairs,Standing Desk Stool,779.73,4,0.1,72.85
ORD-2024-05157,2024-03-27,2024-03-29,Standard Class,Stacey Stone,Consumer,Phoenix,Arizona,West,Furniture,Furnishings,Filing Cabinet 3-Drawer,124.37,1,0.3,-7.73
ORD-2024-04491,2024-03-27,2024-03-31,Standard Class,Chad Williams,Consumer,Memphis,Tennessee,South,Technology,Monitors,"LG 4K 32""",398.52,1,0.0,61.28
ORD-2024-02089,2024-03-27,2024-03-30,Standard Class,Brian Navarro,Consumer,St. Louis,Missouri,Central,Furniture,Tables,Conference Table 8ft,4768.86,5,0.05,137.91
ORD-2024-00290,2024-03-28,2024-03-31,Second Class,Briana Murray,Consumer,Houston,Texas,Central,Office Supplies,Art Supplies,Pen Set Professional,68.09,2,0.15,11.22
ORD-2024-07260,2024-03-28,2024-03-31,Standard Class,Cristina Thompson MD,Home Office,Detroit,Michigan,Central,Office Supplies,Binders,3-Ring Binder Set,43.21,2,0.05,16.99
ORD-2024-02516,2024-03-28,2024-03-30,Standard Class,Donna Ibarra,Consumer,Jacksonville,Florida,East,Furniture,Bookcases,Glass Display Case,837.93,3,0.05,-51.45
ORD-2024-07451,2024-03-28,2024-04-02,Standard Class,Regina Davis,Consumer,Atlanta,Georgia,East,Technology,Phones,Samsung Galaxy S24,1948.85,3,0.1,327.48
ORD-2024-04552,2024-03-28,2024-03-31,Standard Class,Heidi Newton,Home Office,Salt Lake City,Utah,West,Office Supplies,Binders,3-Ring Binder Set,156.81,9,0.1,40.37
ORD-2024-02630,2024-03-29,2024-03-31,Second Class,Karen Chambers,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,Report Covers 25-Pack,12.4,1,0.25,1.81
ORD-2024-08140,2024-03-29,2024-04-02,Second Class,Shelly Henderson,Consumer,Denver,Colorado,West,Technology,Phones,Google Pixel 8,612.36,1,0.0,183.52
ORD-2024-06365,2024-03-29,2024-04-02,Standard Class,Todd Hernandez Jr.,Consumer,Milwaukee,Wisconsin,Central,Technology,Accessories,USB-C Hub 10-in-1,73.38,2,0.25,14.96
ORD-2024-07936,2024-03-29,2024-04-01,Same Day,Amy Higgins,Consumer,Austin,Texas,South,Technology,Phones,Google Pixel 8,742.15,1,0.0,182.4
ORD-2024-06350,2024-03-29,2024-04-01,Standard Class,Dr. Kathryn Adams DDS,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,Presentation Binder,56.7,3,0.05,25.66
ORD-2024-02705,2024-03-30,2024-04-03,Standard Class,Rebecca Barrett,Consumer,Los Angeles,California,West,Furniture,Bookcases,Floating Wall Shelf Set,124.58,2,0.3,1.58
ORD-2024-08931,2024-03-30,2024-04-06,Standard Class,Edward Duffy,Consumer,Dallas,Texas,Central,Furniture,Chairs,Standing Desk Stool,626.8,3,0.05,112.78
ORD-2024-03194,2024-03-30,2024-04-05,Standard Class,Mandy Henderson,Home Office,Charlotte,North Carolina,East,Office Supplies,Storage,Label Maker Pro,293.92,8,0.15,67.12
ORD-2024-08814,2024-03-30,2024-04-06,Second Class,Amber Ross,Home Office,St. Louis,Missouri,Central,Technology,Monitors,"LG 4K 32""",1819.68,5,0.2,421.91
ORD-2024-03621,2024-03-30,2024-04-04,Second Class,Michael Flowers,Consumer,Memphis,Tennessee,South,Furniture,Furnishings,Desk Organizer Set,57.9,2,0.2,-3.66
ORD-2024-06961,2024-03-30,2024-04-06,First Class,Karen Novak,Consumer,Jacksonville,Florida,East,Technology,Phones,Samsung Galaxy S24,3569.07,4,0.0,1111.62
ORD-2024-00357,2024-03-30,2024-04-02,Same Day,Jesse Perry,Corporate,New Orleans,Louisiana,South,Technology,Phones,Google Pixel 8,2038.34,3,0.05,593.96
ORD-2024-08353,2024-03-31,2024-04-05,Standard Class,Tina Hall,Consumer,Charlotte,North Carolina,East,Furniture,Tables,Conference Table 8ft,800.0,1,0.0,75.18
ORD-2024-02693,2024-03-31,2024-04-06,Same Day,Michelle Ellis,Corporate,Richmond,Virginia,East,Furniture,Bookcases,Metal Storage Shelf,664.49,5,0.1,70.24
ORD-2024-03960,2024-03-31,2024-04-04,Standard Class,Margaret Edwards,Consumer,Detroit,Michigan,Central,Furniture,Tables,Corner Desk L-Shape,256.83,1,0.25,-37.02
ORD-2024-07298,2024-03-31,2024-04-06,First Class,Eric Foster,Corporate,Raleigh,North Carolina,South,Furniture,Chairs,Standing Desk Stool,650.76,3,0.05,75.42
ORD-2024-04581,2024-03-31,2024-04-04,First Class,William Parker,Consumer,Birmingham,Alabama,South,Furniture,Tables,Corner Desk L-Shape,1383.75,4,0.0,146.28
ORD-2024-07662,2024-03-31,2024-04-05,First Class,Jerry Johnston,Consumer,Indianapolis,Indiana,Central,Furniture,Tables,Standing Desk Electric,5983.06,9,0.0,447.97
ORD-2024-03092,2024-03-31,2024-04-06,Standard Class,Donald Franklin,Consumer,Indianapolis,Indiana,Central,Furniture,Tables,Standing Desk Electric,369.89,1,0.4,-66.14
ORD-2024-03328,2024-03-31,2024-04-06,Standard Class,James Griffith,Consumer,Birmingham,Alabama,South,Technology,Laptops,Dell XPS 15,2777.97,2,0.1,778.31
ORD-2024-02995,2024-03-31,2024-04-03,Same Day,Mckenzie Green,Consumer,Minneapolis,Minnesota,Central,Furniture,Bookcases,Metal Storage Shelf,877.54,6,0.0,89.72
ORD-2024-05455,2024-03-31,2024-04-01,Second Class,Jasmin Hamilton,Home Office,Boston,Massachusetts,East,Furniture,Tables,Corner Desk L-Shape,1705.83,4,0.0,112.17
ORD-2024-09188,2024-04-01,2024-04-08,Standard Class,Robert Peterson,Corporate,Orlando,Florida,South,Furniture,Bookcases,Floating Wall Shelf Set,125.74,2,0.2,13.36
ORD-2024-05642,2024-04-01,2024-04-06,First Class,Thomas Floyd,Home Office,San Antonio,Texas,South,Furniture,Bookcases,Glass Display Case,769.49,4,0.3,-48.89
ORD-2024-08534,2024-04-01,2024-04-04,Standard Class,Jacqueline Webb,Home Office,Charlotte,North Carolina,East,Office Supplies,Paper,Legal Pads 12-Pack,42.99,2,0.0,16.85
ORD-2024-06809,2024-04-01,2024-04-03,Same Day,Robin Terry,Corporate,Dallas,Texas,Central,Furniture,Bookcases,5-Shelf Bookcase Oak,335.89,2,0.0,12.18
ORD-2024-08860,2024-04-01,2024-04-02,Standard Class,Scott Khan,Consumer,Miami,Florida,East,Technology,Accessories,Logitech MX Master,78.47,1,0.3,-1.58
ORD-2024-09557,2024-04-01,2024-04-04,Second Class,Daniel Mills,Corporate,Baltimore,Maryland,East,Technology,Accessories,AirPods Pro,570.69,2,0.0,195.08
ORD-2024-02763,2024-04-01,2024-04-08,First Class,Erik Davis,Corporate,Austin,Texas,South,Technology,Phones,iPhone 15 Pro,2759.05,3,0.1,471.98
ORD-2024-07361,2024-04-01,2024-04-04,Standard Class,Jessica Smith,Consumer,Baltimore,Maryland,East,Furniture,Bookcases,5-Shelf Bookcase Oak,487.95,3,0.15,-23.92
ORD-2024-08761,2024-04-01,2024-04-06,Second Class,Kimberly Lee,Corporate,Las Vegas,Nevada,West,Furniture,Chairs,Executive Leather Chair,440.05,1,0.0,105.86
ORD-2024-07001,2024-04-01,2024-04-08,Second Class,Walter Bailey,Home Office,Denver,Colorado,West,Office Supplies,Storage,Storage Boxes 12-Pack,56.56,2,0.2,5.69
ORD-2024-08456,2024-04-02,2024-04-06,Standard Class,Katelyn Harper,Corporate,San Diego,California,West,Technology,Accessories,Webcam HD 1080p,185.05,3,0.25,6.28
ORD-2024-05550,2024-04-02,2024-04-05,Standard Class,Wesley Bowers,Consumer,Indianapolis,Indiana,Central,Technology,Laptops,MacBook Air M3,984.71,1,0.05,217.49
ORD-2024-08760,2024-04-02,2024-04-05,Same Day,John King,Consumer,Salt Lake City,Utah,West,Furniture,Bookcases,Floating Wall Shelf Set,76.44,1,0.1,4.0
ORD-2024-06889,2024-04-02,2024-04-07,Standard Class,Natalie Stanley,Consumer,Miami,Florida,East,Technology,Laptops,ThinkPad X1 Carbon,7179.98,6,0.15,459.87
ORD-2024-05414,2024-04-02,2024-04-08,Standard Class,Natalie Burns,Consumer,Richmond,Virginia,East,Furniture,Chairs,Executive Leather Chair,1733.87,4,0.0,231.71
ORD-2024-02371,2024-04-02,2024-04-07,Standard Class,Ronnie Powers,Consumer,Denver,Colorado,West,Furniture,Bookcases,5-Shelf Bookcase Oak,711.24,4,0.05,-42.08
ORD-2024-01255,2024-04-02,2024-04-05,Second Class,Julia Dunn MD,Corporate,Austin,Texas,South,Office Supplies,Storage,Drawer Organizer,16.97,1,0.25,4.34
ORD-2024-08347,2024-04-03,2024-04-07,Standard Class,Alan Murphy,Corporate,Washington,District of Columbia,East,Furniture,Furnishings,Whiteboard 48x36,689.62,6,0.0,-26.81
ORD-2024-07975,2024-04-03,2024-04-06,Standard Class,David Johnson,Consumer,Baltimore,Maryland,East,Furniture,Tables,Compact Writing Desk,701.67,4,0.25,-7.76
ORD-2024-04696,2024-04-03,2024-04-06,Same Day,Corey King,Consumer,San Diego,California,West,Technology,Monitors,"Samsung Curved 34""",4387.34,7,0.0,447.78
ORD-2024-06040,2024-04-03,2024-04-07,Standard Class,Shane Smith,Home Office,Baltimore,Maryland,East,Technology,Accessories,USB-C Hub 10-in-1,45.91,1,0.1,12.61
ORD-2024-01871,2024-04-03,2024-04-06,Standard Class,Angelica Vincent,Consumer,Houston,Texas,Central,Office Supplies,Binders,Expanding File Folder,13.46,1,0.0,6.72
ORD-2024-05864,2024-04-03,2024-04-08,Second Class,Michael Walker,Home Office,Kansas City,Missouri,Central,Office Supplies,Storage,Tape Dispenser Heavy,33.21,2,0.15,2.77
ORD-2024-02466,2024-04-03,2024-04-04,Standard Class,Jacqueline Pierce,Corporate,Detroit,Michigan,Central,Furniture,Furnishings,Desk Organizer Set,369.06,11,0.2,28.83
ORD-2024-02154,2024-04-03,2024-04-07,Standard Class,Joseph Thomas,Consumer,Dallas,Texas,Central,Office Supplies,Paper,Cardstock 250 Sheets,20.44,1,0.3,0.31
ORD-2024-07132,2024-04-04,2024-04-07,Second Class,Richard Perry,Home Office,Birmingham,Alabama,South,Technology,Accessories,AirPods Pro,1051.01,5,0.05,79.78
ORD-2024-00516,2024-04-04,2024-04-09,Standard Class,Dr. Kelly Hammond DVM,Consumer,Seattle,Washington,West,Furniture,Chairs,Executive Leather Chair,797.09,2,0.3,-22.81
ORD-2024-00080,2024-04-04,2024-04-10,Second Class,Lisa Barnes,Corporate,Baltimore,Maryland,East,Technology,Phones,Google Pixel 8,1200.37,2,0.0,346.65
ORD-2024-09471,2024-04-04,2024-04-06,Same Day,Brandon Dominguez,Corporate,Louisville,Kentucky,South,Technology,Phones,Google Pixel 8,850.81,2,0.4,34.17
ORD-2024-04432,2024-04-04,2024-04-07,Same Day,Victoria Smith,Consumer,Columbus,Ohio,Central,Furniture,Bookcases,5-Shelf Bookcase Oak,1027.58,6,0.0,143.26
ORD-2024-04030,2024-04-04,2024-04-07,Same Day,Kimberly Price,Corporate,Nashville,Tennessee,South,Technology,Monitors,"Samsung Curved 34""",2810.56,6,0.0,389.85
ORD-2024-01581,2024-04-04,2024-04-06,Standard Class,Debra Bradley,Corporate,Philadelphia,Pennsylvania,East,Furniture,Chairs,Ergonomic Mesh Chair,1680.82,7,0.2,-206.19
ORD-2024-01033,2024-04-04,2024-04-11,Standard Class,William Ramos,Home Office,New York,New York,East,Office Supplies,Art Supplies,Pencil Set Mechanical,108.89,6,0.0,32.47
ORD-2024-02563,2024-04-05,2024-04-10,Second Class,Samuel Olson,Home Office,San Antonio,Texas,South,Furniture,Chairs,Ergonomic Mesh Chair,1510.99,4,0.05,285.14
ORD-2024-03724,2024-04-05,2024-04-09,Standard Class,Mark Alvarez,Corporate,Phoenix,Arizona,West,Technology,Monitors,"Samsung Curved 34""",4032.54,9,0.25,858.56
ORD-2024-06975,2024-04-05,2024-04-08,Standard Class,Tina Brown,Home Office,Memphis,Tennessee,South,Furniture,Bookcases,5-Shelf Bookcase Oak,916.51,5,0.05,-4.85
ORD-2024-01263,2024-04-05,2024-04-06,Second Class,Jessica Larsen,Home Office,Nashville,Tennessee,South,Furniture,Tables,Conference Table 8ft,2733.28,3,0.1,-233.02
ORD-2024-01845,2024-04-05,2024-04-11,First Class,Lori Patton,Corporate,Orlando,Florida,South,Technology,Monitors,"Samsung Curved 34""",1324.5,3,0.3,-27.63
ORD-2024-04524,2024-04-05,2024-04-07,Same Day,Jose Martinez,Consumer,Tampa,Florida,South,Technology,Monitors,"ASUS ProArt 27""",2280.66,5,0.25,234.53
ORD-2024-08808,2024-04-05,2024-04-11,Standard Class,Michelle Moore,Home Office,Las Vegas,Nevada,West,Office Supplies,Binders,Presentation Binder,19.15,1,0.05,8.92
ORD-2024-06757,2024-04-06,2024-04-09,Standard Class,Rhonda Oconnell,Consumer,Nashville,Tennessee,South,Technology,Monitors,"Samsung Curved 34""",367.95,1,0.4,38.41
ORD-2024-00893,2024-04-06,2024-04-10,Standard Class,Jake Shaw,Corporate,Salt Lake City,Utah,West,Technology,Monitors,"LG 4K 32""",340.28,1,0.2,7.33
ORD-2024-01821,2024-04-06,2024-04-10,Standard Class,Judy Gregory,Corporate,Seattle,Washington,West,Technology,Laptops,Dell XPS 15,4693.98,3,0.0,761.05
ORD-2024-02959,2024-04-06,2024-04-09,Standard Class,Gloria Floyd,Corporate,Minneapolis,Minnesota,Central,Furniture,Chairs,Executive Leather Chair,1140.15,3,0.25,-112.17
ORD-2024-00735,2024-04-06,2024-04-12,Standard Class,Steven Stein,Corporate,Miami,Florida,East,Furniture,Chairs,Standing Desk Stool,611.64,3,0.0,110.04
